"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Class"
"GO:0048016","inositol phosphate-mediated signaling","5/1196","55/18670","2.756892e-01","6.182803e-01","5.419360e-01","RCAN2/ATP2B4/NFAT5/SLC9A1/NFATC3"," 5","BP"
"GO:0051017","actin filament bundle assembly","12/1196","153/18670","2.757303e-01","6.182803e-01","5.419360e-01","CDC42/PIK3R1/AIF1L/ABL1/CX3CL1/FAM107A/STMN1/ARHGEF15/SLC9A1/SRF/RND3/KCTD13","12","BP"
"GO:0035304","regulation of protein dephosphorylation","11/1196","139/18670","2.778431e-01","6.227636e-01","5.458657e-01","LMTK2/RCAN2/PHACTR3/ARPP19/SET/PPP2R3A/FAM122A/NUAK1/YWHAB/NCKAP1L/CALM3","11","BP"
"GO:0072330","monocarboxylic acid biosynthetic process","25/1196","343/18670","2.796939e-01","6.266369e-01","5.492607e-01","MCAT/PSEN1/OSBPL6/ENO2/STARD4/ZBTB20/ZBTB7A/OGT/LPGAT1/PPARGC1A/WDTC1/PRKAB2/HTR2A/QKI/PRKAB1/JMJD8/ACSF3/CYP3A4/SCD5/FADS1/TP53/ELOVL5/PFKFB2/MGLL/PROX1","25","BP"
"GO:0051865","protein autoubiquitination","6/1196","69/18670","2.799138e-01","6.266369e-01","5.492607e-01","CNOT4/TRIM68/WWP2/TRIM13/RNF41/UBE2D3"," 6","BP"
"GO:0055008","cardiac muscle tissue morphogenesis","6/1196","69/18670","2.799138e-01","6.266369e-01","5.492607e-01","RBPJ/SMAD4/TNNI1/POU4F1/PROX1/HEY2"," 6","BP"
"GO:0006605","protein targeting","31/1196","432/18670","2.807476e-01","6.282473e-01","5.506723e-01","AGK/UBE2J2/KIF13B/KCNB1/SYNGR1/RPL28/USP36/ZDHHC9/SRP19/IDE/ZDHHC21/VTI1A/CACNG2/ZDHHC3/SGTB/PEX13/GOSR2/TOMM40L/PEX26/YWHAB/RAB8B/NEDD4/LAMP2/ZDHHC11/FUT10/SYNJ2BP/STXBP4/SSR3/CHM/NCOA4/UBE2D3","31","BP"
"GO:0009156","ribonucleoside monophosphate biosynthetic process","15/1196","197/18670","2.813113e-01","6.282904e-01","5.507101e-01","PSEN1/ENO2/AK2/ZBTB20/ZBTB7A/OGT/UCK2/PPARGC1A/HTR2A/UCK1/JMJD8/UMPS/TP53/AK4/PFKFB2","15","BP"
"GO:0010907","positive regulation of glucose metabolic process","4/1196","42/18670","2.813394e-01","6.282904e-01","5.507101e-01","ARPP19/EPM2AIP1/PPARGC1A/FOXO1"," 4","BP"
"GO:0044088","regulation of vacuole organization","4/1196","42/18670","2.813394e-01","6.282904e-01","5.507101e-01","PIP4K2B/KIAA1324/RAB5A/RAB1B"," 4","BP"
"GO:1903146","regulation of autophagy of mitochondrion","4/1196","42/18670","2.813394e-01","6.282904e-01","5.507101e-01","USP36/RNF41/TP53/CLEC16A"," 4","BP"
"GO:2001222","regulation of neuron migration","4/1196","42/18670","2.813394e-01","6.282904e-01","5.507101e-01","SEMA6A/CX3CL1/CAMK2A/ZNF609"," 4","BP"
"GO:0006970","response to osmotic stress","7/1196","83/18670","2.816136e-01","6.286432e-01","5.510193e-01","MAPK10/AQP1/KCNMA1/NFAT5/DDX3X/ERRFI1/TP53"," 7","BP"
"GO:2001022","positive regulation of response to DNA damage stimulus","8/1196","97/18670","2.818081e-01","6.286432e-01","5.510193e-01","RAD9A/SKIL/EYA3/SPRED1/BRCC3/UBE2N/SPRED3/SPRED2"," 8","BP"
"GO:0055067","monovalent inorganic cation homeostasis","12/1196","154/18670","2.831121e-01","6.286432e-01","5.510193e-01","ATP1B1/ADORA2A/TM9SF4/SLC4A10/SLC12A9/KCNMA1/MLLT6/SLC4A4/SLC9A1/BCL2/MAFG/NEDD4L","12","BP"
"GO:0007271","synaptic transmission, cholinergic","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","ADORA2A/SLC5A7/RIC3"," 3","BP"
"GO:0010575","positive regulation of vascular endothelial growth factor production","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","CCBE1/FLT4/RORA"," 3","BP"
"GO:0016056","rhodopsin mediated signaling pathway","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","NMT1/GNAT1/NMT2"," 3","BP"
"GO:0018200","peptidyl-glutamic acid modification","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","CEP41/TPGS2/TTLL6"," 3","BP"
"GO:0021799","cerebral cortex radially oriented cell migration","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","POU3F3/LHX6/FUT10"," 3","BP"
"GO:0021884","forebrain neuron development","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","ROBO2/SLC4A10/LHX6"," 3","BP"
"GO:0044030","regulation of DNA methylation","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","MECP2/KMT2A/MBD1"," 3","BP"
"GO:0050855","regulation of B cell receptor signaling pathway","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","ELF2/PRKCB/CBFB"," 3","BP"
"GO:0050974","detection of mechanical stimulus involved in sensory perception","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","BACE1/PDZD7/HTR2A"," 3","BP"
"GO:0055075","potassium ion homeostasis","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","ATP1B1/SLC12A9/KCNMA1"," 3","BP"
"GO:0060765","regulation of androgen receptor signaling pathway","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","ZBTB7A/TRIM68/RNF14"," 3","BP"
"GO:0070102","interleukin-6-mediated signaling pathway","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","SMAD4/CBL/SOCS3"," 3","BP"
"GO:1900181","negative regulation of protein localization to nucleus","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","OTUD7B/SUFU/DCLK1"," 3","BP"
"GO:1990126","retrograde transport, endosome to plasma membrane","3/1196","29/18670","2.834451e-01","6.286432e-01","5.510193e-01","SNX27/GRIPAP1/VPS35"," 3","BP"
"GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","19/1196","256/18670","2.858519e-01","6.337250e-01","5.554736e-01","GPR161/PDE4D/GRM7/ADORA2A/S1PR3/ATP2B4/GNAT1/NOS1/GLP1R/CHRM2/HTR2C/OPRM1/GRIK3/GPR37/HTR2A/CCR3/GNAS/GNG2/GLP2R","19","BP"
"GO:0051283","negative regulation of sequestering of calcium ion","10/1196","126/18670","2.879037e-01","6.375533e-01","5.588292e-01","PDE4D/NOS1/PRKACA/FGF2/HTR2C/ABL1/CX3CL1/HTR2A/CALM3/TRDN","10","BP"
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","5/1196","56/18670","2.882759e-01","6.375533e-01","5.588292e-01","HLA-G/KLRK1/FAM49B/CADM1/CD1D"," 5","BP"
"GO:0032615","interleukin-12 production","5/1196","56/18670","2.882759e-01","6.375533e-01","5.588292e-01","HLA-G/TIRAP/TLR9/MEFV/TIGIT"," 5","BP"
"GO:0048488","synaptic vesicle endocytosis","5/1196","56/18670","2.882759e-01","6.375533e-01","5.588292e-01","SYT11/BTBD9/STON2/SYT1/CALM3"," 5","BP"
"GO:0086002","cardiac muscle cell action potential involved in contraction","5/1196","56/18670","2.882759e-01","6.375533e-01","5.588292e-01","CACNB2/FGF12/KCNJ5/NEDD4L/GJA1"," 5","BP"
"GO:0140238","presynaptic endocytosis","5/1196","56/18670","2.882759e-01","6.375533e-01","5.588292e-01","SYT11/BTBD9/STON2/SYT1/CALM3"," 5","BP"
"GO:0008645","hexose transmembrane transport","9/1196","112/18670","2.898342e-01","6.399678e-01","5.609456e-01","PIK3R1/ARPP19/BRAF/PRKCB/PEA15/RHOQ/STXBP4/SLC1A2/SLC2A8"," 9","BP"
"GO:0042303","molting cycle","9/1196","112/18670","2.898342e-01","6.399678e-01","5.609456e-01","NOM1/ZDHHC21/RBPJ/SMAD4/SOS1/FOXN1/TP63/BCL2/CLOCK"," 9","BP"
"GO:0042633","hair cycle","9/1196","112/18670","2.898342e-01","6.399678e-01","5.609456e-01","NOM1/ZDHHC21/RBPJ/SMAD4/SOS1/FOXN1/TP63/BCL2/CLOCK"," 9","BP"
"GO:0050868","negative regulation of T cell activation","9/1196","112/18670","2.898342e-01","6.399678e-01","5.609456e-01","SPN/ADORA2A/HLA-G/SOCS5/NRARP/GPNMB/CBFB/TIGIT/FGL2"," 9","BP"
"GO:0006901","vesicle coating","6/1196","70/18670","2.911528e-01","6.415255e-01","5.623109e-01","CNIH3/GOSR2/STX5/SAR1B/TRAPPC2L/RAB1B"," 6","BP"
"GO:0032720","negative regulation of tumor necrosis factor production","6/1196","70/18670","2.911528e-01","6.415255e-01","5.623109e-01","SYT11/CX3CL1/AXL/CD34/GPNMB/ERRFI1"," 6","BP"
"GO:0072091","regulation of stem cell proliferation","6/1196","70/18670","2.911528e-01","6.415255e-01","5.623109e-01","ATXN1L/CX3CL1/HNRNPU/TP53/SOX10/KCTD11"," 6","BP"
"GO:0030038","contractile actin filament bundle assembly","8/1196","98/18670","2.912411e-01","6.415255e-01","5.623109e-01","CDC42/PIK3R1/ABL1/STMN1/ARHGEF15/SLC9A1/SRF/KCTD13"," 8","BP"
"GO:0043149","stress fiber assembly","8/1196","98/18670","2.912411e-01","6.415255e-01","5.623109e-01","CDC42/PIK3R1/ABL1/STMN1/ARHGEF15/SLC9A1/SRF/KCTD13"," 8","BP"
"GO:0043473","pigmentation","8/1196","98/18670","2.912411e-01","6.415255e-01","5.623109e-01","USP13/MEF2C/ATRN/BCL2/MITF/BLOC1S5/SOX10/HPS1"," 8","BP"
"GO:0097756","negative regulation of blood vessel diameter","7/1196","84/18670","2.918419e-01","6.425910e-01","5.632448e-01","CD38/FGB/SLC6A4/HTR2A/PIK3C2A/AVPR1B/GJA1"," 7","BP"
"GO:0014706","striated muscle tissue development","28/1196","390/18670","2.922221e-01","6.429121e-01","5.635263e-01","RGS4/LUC7L/RBPJ/AKIRIN1/FGF2/PDLIM5/SMAD4/FOXP2/CFL2/MEF2D/SKI/TBX5/TGFBR2/SLC9A1/MEF2C/HNRNPU/TNNI1/NEBL/BCL2/BIN3/CDON/POU4F1/SRF/SGCZ/DDX17/PROX1/GJA1/HEY2","28","BP"
"GO:1901293","nucleoside phosphate biosynthetic process","28/1196","390/18670","2.922221e-01","6.429121e-01","5.635263e-01","NME9/PSEN1/RNLS/ENO2/NADK2/AK2/NOS1/ACSL1/ZBTB20/ZBTB7A/PANK2/OGT/PDHX/UCK2/QPRT/PPARGC1A/HTR2A/NMNAT2/UCK1/JMJD8/ACSF3/SCD5/UMPS/TP53/ELOVL5/PPT2/AK4/PFKFB2","28","BP"
"GO:0043900","regulation of multi-organism process","29/1196","405/18670","2.928990e-01","6.441431e-01","5.646053e-01","POLR2F/B4GALT1/CD55/REST/RSAD2/SYT11/TRIM38/SP1/TRIB1/MORC2/TRIM5/CD4/LARP1/CX3CL1/NR5A2/MAVS/HTRA1/DDX3X/NELFE/TRIM13/SNX3/OASL/BCL2/CCNT1/TRIM26/VAPA/PROX1/FGL2/APOBEC3A","29","BP"
"GO:0009411","response to UV","11/1196","141/18670","2.934698e-01","6.448632e-01","5.652365e-01","PIK3R1/TRIAP1/N4BP1/AQP1/CDC25A/DCUN1D3/MAPK8/USP47/NEDD4/BCL2/TP53","11","BP"
"GO:0034341","response to interferon-gamma","15/1196","199/18670","2.944399e-01","6.448632e-01","5.652365e-01","PIAS1/AQP4/TRIM38/HLA-G/TRIM5/TRIM68/CX3CL1/CAMK2A/OASL/MEFV/STXBP4/SOCS3/TP53/TRIM26/HLA-DQB2","15","BP"
"GO:0043687","post-translational protein modification","26/1196","361/18670","2.954552e-01","6.448632e-01","5.652365e-01","CRTAP/UBXN7/KBTBD8/PSMF1/BTRC/FBXO41/DCAF17/RAB5A/KLHL13/SOCS5/DCAF10/DCAF16/DCUN1D3/PSMD11/HIF3A/SUMF2/WDTC1/KLHL5/FBXL20/KLHL11/VWA1/PSMC4/CALU/SOCS3/CHM/RAB1B","26","BP"
"GO:0021762","substantia nigra development","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","CDC42/RAD1/MAOB/CALM3"," 4","BP"
"GO:0030866","cortical actin cytoskeleton organization","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","FMNL3/RHOQ/NCKAP1L/WIPF3"," 4","BP"
"GO:0032924","activin receptor signaling pathway","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","ACVR2B/SMAD2/SKI/ACVRL1"," 4","BP"
"GO:0043616","keratinocyte proliferation","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","PTCH1/SDR16C5/TP63/STXBP4"," 4","BP"
"GO:0060612","adipose tissue development","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","ARID5B/TBL1XR1/AMER1/PPARGC1A"," 4","BP"
"GO:0086004","regulation of cardiac muscle cell contraction","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","ATP2A2/PDE4D/PDE4B/STC1"," 4","BP"
"GO:1904646","cellular response to amyloid-beta","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","PSEN1/BACE1/CACNA1A/IGF1R"," 4","BP"
"GO:1990573","potassium ion import across plasma membrane","4/1196","43/18670","2.959737e-01","6.448632e-01","5.652365e-01","KCNJ12/ATP1B1/SLC12A9/KCNJ5"," 4","BP"
"GO:0043406","positive regulation of MAP kinase activity","19/1196","258/18670","2.974159e-01","6.448632e-01","5.652365e-01","PSEN1/MAPK10/TAB3/S1PR2/NTRK3/PIK3CG/FGF2/HGF/UBE2N/PIK3CB/PDGFB/GHR/TAOK3/PEA15/TAOK1/HTR2A/PAK3/TLR9/SPAG9","19","BP"
"GO:0003184","pulmonary valve morphogenesis","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ROBO2/HEY2"," 2","BP"
"GO:0006089","lactate metabolic process","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","TP53/PFKFB2"," 2","BP"
"GO:0014733","regulation of skeletal muscle adaptation","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ATP2A2/TNNI1"," 2","BP"
"GO:0021514","ventral spinal cord interneuron differentiation","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","SUFU/LHX3"," 2","BP"
"GO:0021783","preganglionic parasympathetic fiber development","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","PLXNA4/TFAP2A"," 2","BP"
"GO:0031643","positive regulation of myelination","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","HGF/SOX10"," 2","BP"
"GO:0033145","positive regulation of intracellular steroid hormone receptor signaling pathway","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","WBP2/AR"," 2","BP"
"GO:0033262","regulation of nuclear cell cycle DNA replication","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ATRX/DACH1"," 2","BP"
"GO:0034433","steroid esterification","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ABCG1/STARD4"," 2","BP"
"GO:0034434","sterol esterification","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ABCG1/STARD4"," 2","BP"
"GO:0034435","cholesterol esterification","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ABCG1/STARD4"," 2","BP"
"GO:0035518","histone H2A monoubiquitination","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","PCGF5/PCGF2"," 2","BP"
"GO:0043923","positive regulation by host of viral transcription","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","SP1/CCNT1"," 2","BP"
"GO:0045072","regulation of interferon-gamma biosynthetic process","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","TLR9/CD276"," 2","BP"
"GO:0048243","norepinephrine secretion","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","KCNB1/ADORA2A"," 2","BP"
"GO:0048532","anatomical structure arrangement","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","PLXNA4/TFAP2A"," 2","BP"
"GO:0050665","hydrogen peroxide biosynthetic process","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","CYBB/MAOB"," 2","BP"
"GO:0051284","positive regulation of sequestering of calcium ion","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","CALM3/TRDN"," 2","BP"
"GO:0060850","regulation of transcription involved in cell fate commitment","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","RORA/PROX1"," 2","BP"
"GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","NOS1/CACNB2"," 2","BP"
"GO:0062033","positive regulation of mitotic sister chromatid segregation","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ANAPC4/HNRNPU"," 2","BP"
"GO:0071850","mitotic cell cycle arrest","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","CDKN1B/TP53"," 2","BP"
"GO:0097107","postsynaptic density assembly","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","NRXN1/NTRK3"," 2","BP"
"GO:0099509","regulation of presynaptic cytosolic calcium ion concentration","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","ATP2B2/CACNB2"," 2","BP"
"GO:1904380","endoplasmic reticulum mannose trimming","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","UGGT1/TRIM13"," 2","BP"
"GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","NFAT5/ETS1"," 2","BP"
"GO:2000641","regulation of early endosome to late endosome transport","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","SNX3/PTPN23"," 2","BP"
"GO:2000811","negative regulation of anoikis","2/1196","17/18670","2.979275e-01","6.448632e-01","5.652365e-01","BCL2/NTRK2"," 2","BP"
"GO:0042129","regulation of T cell proliferation","12/1196","156/18670","2.980509e-01","6.448759e-01","5.652477e-01","CD55/SPN/HLA-G/CD209/CD4/SOS1/TGFBR2/NCKAP1L/GPNMB/NCK2/CD1D/CD276","12","BP"
"GO:0043200","response to amino acid","9/1196","113/18670","2.986900e-01","6.456992e-01","5.659692e-01","CDKN1B/MMP2/AMIGO1/CYBB/COL5A2/PPARGC1A/BCL2L1/NTRK2/SLC1A2"," 9","BP"
"GO:0043244","regulation of protein complex disassembly","9/1196","113/18670","2.986900e-01","6.456992e-01","5.659692e-01","SEMA5A/CFL2/NES/DSTN/FYCO1/TAOK1/IGF1R/CLEC16A/TMOD2"," 9","BP"
"GO:0006979","response to oxidative stress","32/1196","451/18670","2.988334e-01","6.456992e-01","5.659692e-01","NET1/PSEN1/REST/ATP2A2/TPO/CD38/MMP2/SP1/CYBB/AQP1/HGF/MSRB3/FANCC/ABL1/PLEKHA1/AXL/PPARGC1B/SLC23A2/ETS1/STK24/MAPK8/PPARGC1A/MMP14/BRF2/GPR37/ATRN/BCL2/FOXO1/MTR/SMPD3/PCGF2/TP53","32","BP"
"GO:0002066","columnar/cuboidal epithelial cell development","5/1196","57/18670","3.009635e-01","6.456992e-01","5.659692e-01","CDK6/HNF4A/RFX3/PDZD7/CLOCK"," 5","BP"
"GO:0043525","positive regulation of neuron apoptotic process","5/1196","57/18670","3.009635e-01","6.456992e-01","5.659692e-01","BACE1/TFAP2A/PAK3/EPHA7/TP53"," 5","BP"
"GO:0050819","negative regulation of coagulation","5/1196","57/18670","3.009635e-01","6.456992e-01","5.659692e-01","FGB/TFPI/PDGFB/CD34/ADTRP"," 5","BP"
"GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","TGFBR2/VWA1/SMPD3"," 3","BP"
"GO:0006362","transcription elongation from RNA polymerase I promoter","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","POLR2F/CD3EAP/POU4F1"," 3","BP"
"GO:0007274","neuromuscular synaptic transmission","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","SLC5A7/RIMBP2/FCHSD1"," 3","BP"
"GO:0010586","miRNA metabolic process","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","AGO1/LIN28B/DDX17"," 3","BP"
"GO:0021696","cerebellar cortex morphogenesis","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","RORA/PROX1/ZNF365"," 3","BP"
"GO:0021772","olfactory bulb development","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","ROBO2/SKI/SRF"," 3","BP"
"GO:0044818","mitotic G2/M transition checkpoint","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","TAOK3/TAOK1/FOXN3"," 3","BP"
"GO:0045948","positive regulation of translational initiation","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","RPS6KB1/DDX3X/DAZL"," 3","BP"
"GO:0048147","negative regulation of fibroblast proliferation","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","SKI/DACH1/TP53"," 3","BP"
"GO:0051491","positive regulation of filopodium assembly","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","CDC42/RHOQ/SRF"," 3","BP"
"GO:0061082","myeloid leukocyte cytokine production","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","HLA-G/DDX21/MAVS"," 3","BP"
"GO:0070979","protein K11-linked ubiquitination","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","ANAPC4/CDC27/UBE2D3"," 3","BP"
"GO:0099068","postsynapse assembly","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","NRXN1/NTRK3/EPHB2"," 3","BP"
"GO:1904292","regulation of ERAD pathway","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","USP14/USP13/BCAP31"," 3","BP"
"GO:1904837","beta-catenin-TCF complex assembly","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","KAT5/PYGO1/PYGO2"," 3","BP"
"GO:1904893","negative regulation of STAT cascade","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","INPP5F/PTPRT/SOCS3"," 3","BP"
"GO:1905144","response to acetylcholine","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","ATP2B4/CHRM2/OPRM1"," 3","BP"
"GO:1905145","cellular response to acetylcholine","3/1196","30/18670","3.013218e-01","6.456992e-01","5.659692e-01","ATP2B4/CHRM2/OPRM1"," 3","BP"
"GO:0010675","regulation of cellular carbohydrate metabolic process","11/1196","142/18670","3.013733e-01","6.456992e-01","5.659692e-01","ARPP19/OGT/ADCYAP1R1/EPM2AIP1/PPP1CB/PPARGC1A/FOXO1/TP53/PFKFB2/KHK/RORA","11","BP"
"GO:0034308","primary alcohol metabolic process","7/1196","85/18670","3.021524e-01","6.463079e-01","5.665028e-01","AKR1C2/REST/GDE1/SULT1E1/SDR16C5/CYP3A4/GPD2"," 7","BP"
"GO:0072384","organelle transport along microtubule","7/1196","85/18670","3.021524e-01","6.463079e-01","5.665028e-01","AP3S2/CDC42/COPG1/AP3S1/FYCO1/BLOC1S5/KIF3C"," 7","BP"
"GO:1904705","regulation of vascular smooth muscle cell proliferation","7/1196","85/18670","3.021524e-01","6.463079e-01","5.665028e-01","CDKN1B/MMP2/FGF2/PDGFB/MEF2D/MEF2C/LDLRAP1"," 7","BP"
"GO:1990874","vascular smooth muscle cell proliferation","7/1196","85/18670","3.021524e-01","6.463079e-01","5.665028e-01","CDKN1B/MMP2/FGF2/PDGFB/MEF2D/MEF2C/LDLRAP1"," 7","BP"
"GO:0043647","inositol phosphate metabolic process","6/1196","71/18670","3.024820e-01","6.463079e-01","5.665028e-01","INPP4A/ITPK1/ADCYAP1R1/FGF2/PPIP5K1/INPP5B"," 6","BP"
"GO:0050795","regulation of behavior","6/1196","71/18670","3.024820e-01","6.463079e-01","5.665028e-01","ADORA2A/NRXN1/MEF2C/VPS35/CCK/GJA1"," 6","BP"
"GO:0071479","cellular response to ionizing radiation","6/1196","71/18670","3.024820e-01","6.463079e-01","5.665028e-01","NET1/RAD1/RAD9A/BCL2L1/CLOCK/TP53"," 6","BP"
"GO:0043254","regulation of protein complex assembly","33/1196","467/18670","3.034860e-01","6.478902e-01","5.678897e-01","ARPC5L/CDC42/MECP2/JMY/ESR1/CDKN1B/IDE/MPP7/RICTOR/ABL1/MYADM/TPPP3/DDX3X/STMN1/FMN1/FBLIM1/VPS35/NCKAP1L/NCK2/PAK3/CCK/MEFV/PSMC4/TRABD2B/SAR1B/SRF/CNOT6L/MITF/TP53/SUB1/FCHSD1/TMOD2/HEY2","33","BP"
"GO:0019935","cyclic-nucleotide-mediated signaling","16/1196","215/18670","3.035767e-01","6.478902e-01","5.678897e-01","ADNP/GPR161/PDE4D/ADORA2A/ATP2B4/AQP1/NOS1/GLP1R/GPR61/ADCYAP1R1/HTR2C/OPRM1/EIF4EBP2/GNAS/GNG2/CALM3","16","BP"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","16/1196","215/18670","3.035767e-01","6.478902e-01","5.678897e-01","BRAF/FGB/GCNT2/CD4/IL26/FGF2/HTR2C/ABL1/CX3CL1/PDGFB/OPRM1/NELFE/HTR2A/GPNMB/TIRAP/FLT4","16","BP"
"GO:0051282","regulation of sequestering of calcium ion","10/1196","128/18670","3.045857e-01","6.497908e-01","5.695556e-01","PDE4D/NOS1/PRKACA/FGF2/HTR2C/ABL1/CX3CL1/HTR2A/CALM3/TRDN","10","BP"
"GO:0006260","DNA replication","20/1196","274/18670","3.047572e-01","6.499038e-01","5.696547e-01","NFIA/KAT5/NFIB/RAD1/RAD9A/RBBP4/HMGA1/ING5/SET/POLI/ATRX/RPAIN/NFIC/DACH1/ACVRL1/TP53/KCTD13/SUPT16H/SENP2/ZNF365","20","BP"
"GO:0061572","actin filament bundle organization","12/1196","157/18670","3.056014e-01","6.514447e-01","5.710053e-01","CDC42/PIK3R1/AIF1L/ABL1/CX3CL1/FAM107A/STMN1/ARHGEF15/SLC9A1/SRF/RND3/KCTD13","12","BP"
"GO:0006403","RNA localization","17/1196","230/18670","3.057171e-01","6.514447e-01","5.710053e-01","NOL6/IGF2BP3/POLDIP3/YTHDC1/EXOSC3/TGFBR2/IGF2BP2/PARP11/SMG1/UPF2/HNRNPU/SRSF11/QKI/RBM8A/NXF1/SENP2/RBFOX1","17","BP"
"GO:0060537","muscle tissue development","29/1196","408/18670","3.068387e-01","6.535807e-01","5.728775e-01","RGS4/LUC7L/RBPJ/AKIRIN1/FGF2/PDLIM5/SMAD4/FOXP2/CFL2/MEF2D/SKI/TBX5/TGFBR2/PPARGC1A/SLC9A1/MEF2C/HNRNPU/TNNI1/NEBL/BCL2/BIN3/CDON/POU4F1/SRF/SGCZ/DDX17/PROX1/GJA1/HEY2","29","BP"
"GO:0006606","protein import into nucleus","11/1196","143/18670","3.093318e-01","6.586355e-01","5.773082e-01","SUFU/PSEN1/KPNA3/PIK3R1/PRICKLE1/MAVS/RPAIN/IPO8/TP53/NPAP1/FAM53B","11","BP"
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","8/1196","100/18670","3.103276e-01","6.602652e-01","5.787367e-01","RSAD2/HLA-G/CLCF1/CD4/SOCS5/EXOSC3/FAM49B/CD1D"," 8","BP"
"GO:0003416","endochondral bone growth","4/1196","44/18670","3.106989e-01","6.602652e-01","5.787367e-01","BNC2/STC1/TGFBR2/VWA1"," 4","BP"
